,mibfc,Month,Total Loaned,Months' Income Borrowed,Number of Loans
12132,1,2013-8,20000,1 to 2,1
12133,3,2013-5,15000,3 to 4,1
12134,3,2013-11,27000,3 to 4,1
12135,0,2013-5,4000,0 to 1,1
12136,0,2012-4,2000,0 to 1,1
12137,0,2011-3,10508,0 to 1,1
12138,1,2011-11,7000,1 to 2,1
12139,1,2013-3,15000,1 to 2,1
12140,3,2014-2,10000,3 to 4,1
12141,2,2013-8,10000,2 to 3,1
12142,3,2014-1,15000,3 to 4,1
12143,2,2012-3,15000,2 to 3,1
12144,0,2012-4,3000,0 to 1,1
12145,0,2012-10,15000,0 to 1,1
12146,0,2010-12,5000,0 to 1,1
12147,0,2013-1,4000,0 to 1,1
12148,0,2013-10,15000,0 to 1,1
12149,2,2014-1,25000,2 to 3,1
12150,0,2011-11,3000,0 to 1,1
12151,0,2013-9,4000,0 to 1,1
12152,1,2011-8,3500,1 to 2,1
12153,1,2011-11,5000,1 to 2,1
12154,1,2013-10,4000,1 to 2,1
12155,0,2011-6,3000,0 to 1,1
12156,1,2012-3,8900,1 to 2,1
12157,1,2012-9,7000,1 to 2,1
12158,0,2012-10,5500,0 to 1,1
12159,2,2014-1,12000,2 to 3,1
12160,1,2013-11,25000,1 to 2,1
12161,2,2013-8,15000,2 to 3,1
12162,2,2014-1,15000,2 to 3,1
12163,2,2013-12,10000,2 to 3,1
12164,3,2013-11,20000,3 to 4,1
12165,0,2013-11,2500,0 to 1,1
12166,1,2013-6,7500,1 to 2,1
12167,2,2012-6,25000,2 to 3,1
12168,0,2014-1,7500,0 to 1,1
12169,0,2013-1,9087,0 to 1,1
12170,3,2013-12,25000,3 to 4,1
12171,1,2012-4,3414,1 to 2,1
12172,0,2012-4,5000,0 to 1,1
12173,1,2011-11,4000,1 to 2,1
12174,2,2013-7,15000,2 to 3,1
12175,1,2013-11,10000,1 to 2,1
12176,0,2012-5,15000,0 to 1,1
12177,3,2014-1,15000,3 to 4,1
12178,1,2012-6,4000,1 to 2,1
12179,4,2012-7,7500,4+,1
12180,1,2012-6,3000,1 to 2,1
12181,0,2012-5,6500,0 to 1,1
12182,2,2013-10,8000,2 to 3,1
12183,0,2012-7,4000,0 to 1,1
12184,0,2012-12,4000,0 to 1,1
12185,3,2013-9,10000,3 to 4,1
12186,3,2013-10,10000,3 to 4,1
12187,0,2012-5,4000,0 to 1,1
12188,1,2011-1,20000,1 to 2,1
12189,2,2013-6,4000,2 to 3,1
12190,1,2012-10,5000,1 to 2,1
12191,1,2014-2,8000,1 to 2,1
12192,2,2013-6,20000,2 to 3,1
12193,0,2013-6,3000,0 to 1,1
12194,0,2012-11,2500,0 to 1,1
12195,4,2012-11,14195,4+,1
12196,1,2013-12,9000,1 to 2,1
12197,1,2014-2,3600,1 to 2,1
12198,3,2013-8,10000,3 to 4,1
12199,0,2014-2,6500,0 to 1,1
12200,3,2012-5,8500,3 to 4,1
12201,3,2013-12,15000,3 to 4,1
12202,0,2012-5,2000,0 to 1,1
12203,0,2012-11,2000,0 to 1,1
12204,2,2013-12,10000,2 to 3,1
12205,1,2014-2,6000,1 to 2,1
12206,1,2014-1,5952,1 to 2,1
12207,4,2011-11,6000,4+,1
12208,1,2012-1,4000,1 to 2,1
12209,1,2013-9,10000,1 to 2,1
12210,2,2013-1,10000,2 to 3,1
12211,3,2013-10,20000,3 to 4,1
12212,2,2013-8,15000,2 to 3,1
12213,0,2013-9,4000,0 to 1,1
12214,2,2012-7,15000,2 to 3,1
12215,1,2013-3,12000,1 to 2,1
12216,2,2012-3,3200,2 to 3,1
12217,2,2013-12,11500,2 to 3,1
12218,0,2012-7,5000,0 to 1,1
12219,2,2013-7,11000,2 to 3,1
12220,0,2013-10,12000,0 to 1,1
12221,0,2012-6,2000,0 to 1,1
12222,2,2013-7,32000,2 to 3,1
12223,2,2013-7,15000,2 to 3,1
12224,3,2013-11,13000,3 to 4,1
12225,1,2013-12,10000,1 to 2,1
12226,2,2013-8,15000,2 to 3,1
12227,1,2012-7,10000,1 to 2,1
12228,0,2012-6,2000,0 to 1,1
12229,2,2014-1,22000,2 to 3,1
12230,1,2011-10,4000,1 to 2,1
12231,2,2013-7,11500,2 to 3,1
12232,2,2013-11,15000,2 to 3,1
12233,0,2012-5,4000,0 to 1,1
12234,2,2014-2,4000,2 to 3,1
12235,1,2013-6,4000,1 to 2,1
12236,1,2011-12,5000,1 to 2,1
12237,2,2013-12,25000,2 to 3,1
12238,3,2013-5,10000,3 to 4,1
12239,0,2013-7,3000,0 to 1,1
12240,0,2011-7,5000,0 to 1,1
12241,2,2011-10,8000,2 to 3,1
12242,0,2012-2,9000,0 to 1,1
12243,4,2012-3,10500,4+,1
12244,0,2011-12,3000,0 to 1,1
12245,0,2013-12,10000,0 to 1,1
12246,0,2013-6,3000,0 to 1,1
12247,1,2013-5,20000,1 to 2,1
12248,0,2012-6,7000,0 to 1,1
12249,2,2013-11,10000,2 to 3,1
12250,1,2013-7,10000,1 to 2,1
12251,2,2014-2,20000,2 to 3,1
12252,1,2013-11,4600,1 to 2,1
12253,2,2014-1,18000,2 to 3,1
12254,0,2010-12,2000,0 to 1,1
12255,3,2012-5,5000,3 to 4,1
12256,0,2012-10,5000,0 to 1,1
12257,3,2011-10,10000,3 to 4,1
12258,0,2012-5,6000,0 to 1,1
12259,0,2012-5,4000,0 to 1,1
12260,2,2013-8,26000,2 to 3,1
12261,2,2014-1,9000,2 to 3,1
12262,0,2012-5,11000,0 to 1,1
12263,2,2013-3,10000,2 to 3,1
12264,0,2013-10,7000,0 to 1,1
12265,1,2012-8,8000,1 to 2,1
12266,0,2011-9,3200,0 to 1,1
12267,3,2014-1,10000,3 to 4,1
12268,1,2011-8,5000,1 to 2,1
12269,1,2013-4,15000,1 to 2,1
12270,2,2010-10,8000,2 to 3,1
12271,2,2013-4,15000,2 to 3,1
12272,1,2013-7,4000,1 to 2,1
12273,1,2012-9,10000,1 to 2,1
12274,1,2014-1,12500,1 to 2,1
12275,1,2012-10,4000,1 to 2,1
12276,1,2013-9,4000,1 to 2,1
12277,1,2014-1,10000,1 to 2,1
12278,2,2014-2,35000,2 to 3,1
12279,1,2014-2,17000,1 to 2,1
12280,2,2010-9,6000,2 to 3,1
12281,3,2012-3,10000,3 to 4,1
12282,3,2013-11,20000,3 to 4,1
12283,0,2012-10,4000,0 to 1,1
12284,1,2013-7,10000,1 to 2,1
12285,1,2013-10,4000,1 to 2,1
12286,0,2012-5,2000,0 to 1,1
12287,0,2012-1,15000,0 to 1,1
12288,0,2014-1,8000,0 to 1,1
12289,2,2012-9,13500,2 to 3,1
12290,2,2011-8,12282,2 to 3,1
12291,1,2013-12,10000,1 to 2,1
12292,2,2014-1,4000,2 to 3,1
12293,0,2014-1,6000,0 to 1,1
12294,0,2012-6,7000,0 to 1,1
12295,1,2013-10,15000,1 to 2,1
12296,2,2013-8,10000,2 to 3,1
12297,1,2012-8,12000,1 to 2,1
12298,3,2013-12,15000,3 to 4,1
12299,0,2011-3,2000,0 to 1,1
12300,1,2011-2,9500,1 to 2,1
12301,3,2013-12,20000,3 to 4,1
12302,2,2014-2,32000,2 to 3,1
12303,2,2013-10,10000,2 to 3,1
12304,0,2013-2,4000,0 to 1,1
12305,1,2013-12,11500,1 to 2,1
12306,1,2014-1,4000,1 to 2,1
12307,2,2014-1,33710,2 to 3,1
12308,0,2011-5,4000,0 to 1,1
12309,2,2012-8,12421,2 to 3,1
12310,1,2013-12,4500,1 to 2,1
12311,0,2013-12,3000,0 to 1,1
12312,0,2013-7,2000,0 to 1,1
12313,2,2014-2,10000,2 to 3,1
12314,1,2011-12,10000,1 to 2,1
12315,0,2013-11,4000,0 to 1,1
12316,0,2012-7,2000,0 to 1,1
12317,1,2011-6,11750,1 to 2,1
12318,2,2014-1,20000,2 to 3,1
12319,1,2013-9,11500,1 to 2,1
12320,2,2014-2,13000,2 to 3,1
12321,2,2013-12,10000,2 to 3,1
12322,1,2013-8,20000,1 to 2,1
12323,2,2013-10,7000,2 to 3,1
12324,1,2012-6,3000,1 to 2,1
12325,2,2013-8,25000,2 to 3,1
12326,0,2013-4,7000,0 to 1,1
12327,2,2013-6,10000,2 to 3,1
12328,0,2011-8,2000,0 to 1,1
12329,4,2012-9,15000,4+,1
12330,1,2011-8,3500,1 to 2,1
12331,1,2013-5,10000,1 to 2,1
12332,0,2013-3,7000,0 to 1,1
12333,3,2013-7,15000,3 to 4,1
12334,3,2013-10,10000,3 to 4,1
12335,2,2013-12,10000,2 to 3,1
12336,2,2014-2,10000,2 to 3,1
12337,1,2013-2,12000,1 to 2,1
12338,1,2012-1,6000,1 to 2,1
12339,0,2014-2,5000,0 to 1,1
12340,0,2012-8,4200,0 to 1,1
12341,1,2012-7,5500,1 to 2,1
12342,0,2013-12,2500,0 to 1,1
12343,1,2014-2,15000,1 to 2,1
12344,1,2013-1,15000,1 to 2,1
12345,3,2012-6,15000,3 to 4,1
12346,4,2012-11,17000,4+,1
12347,1,2013-10,10000,1 to 2,1
12348,1,2013-10,2000,1 to 2,1
12349,0,2014-1,3500,0 to 1,1
12350,2,2013-12,14000,2 to 3,1
12351,2,2012-5,15000,2 to 3,1
12352,1,2012-9,3000,1 to 2,1
12353,0,2012-6,2000,0 to 1,1
12354,1,2011-10,6000,1 to 2,1
12355,1,2013-4,3000,1 to 2,1
12356,1,2013-8,4000,1 to 2,1
12357,0,2012-4,4000,0 to 1,1
12358,2,2013-9,20000,2 to 3,1
12359,0,2012-7,4000,0 to 1,1
12360,3,2012-8,15000,3 to 4,1
12361,1,2014-1,20000,1 to 2,1
12362,0,2013-5,4000,0 to 1,1
12363,3,2013-9,25000,3 to 4,1
12364,1,2012-10,7000,1 to 2,1
12365,3,2014-1,35000,3 to 4,1
12366,0,2011-11,7000,0 to 1,1
12367,1,2012-7,4000,1 to 2,1
12368,2,2013-12,10000,2 to 3,1
12369,1,2012-4,10000,1 to 2,1
12370,1,2010-10,3000,1 to 2,1
12371,1,2012-2,4000,1 to 2,1
12372,1,2013-12,4000,1 to 2,1
12373,1,2013-12,7000,1 to 2,1
12374,1,2014-1,10000,1 to 2,1
12375,0,2011-6,2500,0 to 1,1
12376,1,2013-9,8500,1 to 2,1
12377,1,2013-11,10000,1 to 2,1
12378,3,2014-1,10000,3 to 4,1
12379,0,2011-6,2000,0 to 1,1
12380,2,2013-7,10000,2 to 3,1
12381,3,2013-5,10000,3 to 4,1
12382,2,2014-1,13000,2 to 3,1
12383,0,2012-12,2000,0 to 1,1
12384,1,2012-1,15000,1 to 2,1
12385,0,2013-9,4000,0 to 1,1
12386,1,2013-7,7000,1 to 2,1
12387,0,2013-12,4000,0 to 1,1
12388,0,2013-5,4000,0 to 1,1
12389,3,2013-5,20000,3 to 4,1
12390,1,2013-6,25000,1 to 2,1
12391,4,2013-1,12500,4+,1
12392,2,2013-12,15000,2 to 3,1
12393,1,2013-11,15000,1 to 2,1
12394,1,2013-12,20000,1 to 2,1
12395,1,2011-12,4000,1 to 2,1
12396,1,2013-10,5000,1 to 2,1
12397,3,2013-6,4000,3 to 4,1
12398,2,2014-1,20000,2 to 3,1
12399,1,2011-1,11000,1 to 2,1
12400,2,2013-10,4000,2 to 3,1
12401,3,2012-9,11500,3 to 4,1
12402,0,2013-10,4000,0 to 1,1
12403,1,2013-7,7500,1 to 2,1
12404,3,2013-7,20000,3 to 4,1
12405,2,2013-12,12000,2 to 3,1
12406,3,2013-2,15000,3 to 4,1
12407,2,2013-12,35000,2 to 3,1
12408,0,2011-11,4000,0 to 1,1
12409,2,2012-12,8500,2 to 3,1
12410,2,2011-12,5000,2 to 3,1
12411,1,2012-1,15000,1 to 2,1
12412,1,2013-7,25000,1 to 2,1
12413,2,2014-1,15000,2 to 3,1
12414,1,2011-8,7500,1 to 2,1
12415,4,2013-3,25000,4+,1
12416,2,2013-5,17305,2 to 3,1
12417,2,2012-10,13000,2 to 3,1
12418,3,2013-5,10000,3 to 4,1
12419,3,2013-10,15000,3 to 4,1
12420,2,2012-7,22500,2 to 3,1
12421,3,2013-8,10000,3 to 4,1
12422,2,2013-11,15000,2 to 3,1
12423,2,2012-6,3000,2 to 3,1
12424,0,2013-9,5000,0 to 1,1
12425,0,2011-11,4000,0 to 1,1
12426,3,2011-11,15000,3 to 4,1
12427,1,2013-11,5000,1 to 2,1
12428,0,2011-9,4000,0 to 1,1
12429,2,2013-7,12500,2 to 3,1
12430,0,2013-9,4000,0 to 1,1
12431,2,2013-5,17500,2 to 3,1
12432,1,2012-3,4000,1 to 2,1
12433,0,2014-1,6000,0 to 1,1
12434,1,2012-6,12000,1 to 2,1
12435,1,2012-2,4000,1 to 2,1
12436,0,2013-11,4000,0 to 1,1
12437,1,2013-5,10000,1 to 2,1
12438,0,2013-3,4000,0 to 1,1
12439,2,2012-4,10000,2 to 3,1
12440,0,2011-1,4000,0 to 1,1
12441,1,2013-10,4000,1 to 2,1
12442,1,2012-1,7000,1 to 2,1
12443,2,2013-12,9000,2 to 3,1
12444,2,2013-9,7000,2 to 3,1
12445,2,2013-6,15000,2 to 3,1
12446,1,2012-11,7000,1 to 2,1
12447,2,2013-10,10000,2 to 3,1
12448,1,2013-9,10000,1 to 2,1
12449,2,2013-11,7000,2 to 3,1
12450,1,2013-5,10000,1 to 2,1
12451,1,2014-1,15000,1 to 2,1
12452,0,2012-2,3000,0 to 1,1
12453,3,2012-10,3000,3 to 4,1
12454,0,2011-8,8797,0 to 1,1
12455,0,2013-10,4000,0 to 1,1
12456,3,2013-8,15000,3 to 4,1
12457,3,2013-9,10000,3 to 4,1
12458,1,2012-10,10956,1 to 2,1
12459,1,2013-12,15000,1 to 2,1
12460,0,2012-4,4000,0 to 1,1
12461,0,2011-10,4500,0 to 1,1
12462,1,2013-7,12000,1 to 2,1
12463,2,2013-8,10000,2 to 3,1
12464,3,2013-12,15000,3 to 4,1
12465,0,2011-3,2600,0 to 1,1
12466,0,2011-9,4500,0 to 1,1
12467,1,2013-2,9000,1 to 2,1
12468,1,2013-4,10000,1 to 2,1
12469,1,2012-1,15000,1 to 2,1
12470,3,2012-11,11000,3 to 4,1
12471,0,2011-3,2000,0 to 1,1
12472,0,2011-3,7500,0 to 1,1
12473,1,2014-1,20000,1 to 2,1
12474,1,2013-7,6200,1 to 2,1
12475,0,2011-2,3000,0 to 1,1
12476,1,2011-6,7500,1 to 2,1
12477,1,2013-10,18000,1 to 2,1
12478,0,2011-10,5000,0 to 1,1
12479,3,2014-1,10000,3 to 4,1
12480,2,2013-8,10000,2 to 3,1
12481,1,2011-1,6000,1 to 2,1
12482,2,2013-10,15000,2 to 3,1
12483,2,2013-9,25000,2 to 3,1
12484,0,2014-1,10000,0 to 1,1
12485,1,2012-8,25000,1 to 2,1
12486,1,2012-7,5000,1 to 2,1
12487,3,2013-9,15000,3 to 4,1
12488,2,2014-1,2000,2 to 3,1
12489,2,2013-12,4000,2 to 3,1
12490,3,2014-1,15000,3 to 4,1
12491,0,2013-5,8000,0 to 1,1
12492,2,2011-10,10000,2 to 3,1
12493,2,2013-10,15000,2 to 3,1
12494,1,2013-5,10000,1 to 2,1
12495,2,2011-12,7500,2 to 3,1
12496,2,2013-10,10000,2 to 3,1
12497,0,2012-7,2000,0 to 1,1
12498,0,2013-7,6000,0 to 1,1
12499,1,2012-4,4000,1 to 2,1
12500,1,2012-2,10000,1 to 2,1
12501,3,2012-10,20000,3 to 4,1
12502,1,2012-2,4000,1 to 2,1
12503,2,2012-4,15000,2 to 3,1
12504,1,2013-12,4000,1 to 2,1
12505,1,2013-11,20000,1 to 2,1
12506,1,2013-8,7000,1 to 2,1
12507,1,2013-12,20000,1 to 2,1
12508,2,2011-12,15000,2 to 3,1
12509,1,2014-1,3000,1 to 2,1
12510,2,2013-11,10000,2 to 3,1
12511,2,2013-12,10000,2 to 3,1
12512,1,2013-7,2600,1 to 2,1
12513,0,2011-10,4000,0 to 1,1
12514,4,2012-4,13500,4+,1
12515,0,2012-2,5000,0 to 1,1
12516,2,2013-8,25000,2 to 3,1
12517,1,2012-1,9500,1 to 2,1
12518,0,2012-6,8000,0 to 1,1
12519,4,2011-3,5000,4+,1
12520,3,2014-2,15000,3 to 4,1
12521,1,2013-9,15000,1 to 2,1
12522,0,2012-6,7000,0 to 1,1
12523,0,2013-10,4000,0 to 1,1
12524,0,2014-1,4000,0 to 1,1
12525,2,2012-7,11500,2 to 3,1
12526,1,2013-5,10000,1 to 2,1
12527,1,2013-12,5000,1 to 2,1
12528,1,2011-11,3000,1 to 2,1
12529,2,2013-5,10000,2 to 3,1
12530,3,2013-5,25000,3 to 4,1
12531,0,2013-11,2000,0 to 1,1
12532,1,2013-12,15000,1 to 2,1
12533,3,2012-8,10000,3 to 4,1
12534,3,2013-11,15000,3 to 4,1
12535,2,2013-12,11500,2 to 3,1
12536,2,2013-7,14000,2 to 3,1
12537,1,2014-2,7700,1 to 2,1
12538,4,2012-2,25000,4+,1
12539,1,2012-11,17000,1 to 2,1
12540,1,2013-10,12000,1 to 2,1
12541,2,2014-2,24000,2 to 3,1
12542,0,2012-10,3000,0 to 1,1
12543,2,2013-10,10000,2 to 3,1
12544,3,2013-5,10000,3 to 4,1
12545,3,2013-9,10000,3 to 4,1
12546,2,2014-2,10000,2 to 3,1
12547,0,2013-5,2500,0 to 1,1
12548,0,2013-6,25000,0 to 1,1
12549,0,2012-12,6000,0 to 1,1
12550,4,2012-7,15000,4+,1
12551,3,2013-8,15000,3 to 4,1
12552,3,2013-10,10000,3 to 4,1
12553,0,2011-9,4000,0 to 1,1
12554,0,2011-10,5000,0 to 1,1
12555,0,2012-11,9500,0 to 1,1
12556,2,2013-10,10000,2 to 3,1
12557,0,2013-4,3000,0 to 1,1
12558,1,2014-2,4100,1 to 2,1
12559,1,2013-12,5000,1 to 2,1
12560,1,2010-12,7000,1 to 2,1
12561,2,2012-2,6000,2 to 3,1
12562,3,2013-12,15000,3 to 4,1
12563,0,2013-3,4000,0 to 1,1
12564,0,2012-11,3000,0 to 1,1
12565,1,2013-2,10000,1 to 2,1
12566,1,2011-5,4000,1 to 2,1
12567,1,2013-9,7500,1 to 2,1
12568,1,2013-10,11000,1 to 2,1
12569,0,2013-7,4000,0 to 1,1
12570,2,2014-1,23000,2 to 3,1
12571,0,2013-10,10000,0 to 1,1
12572,0,2013-11,3000,0 to 1,1
12573,0,2012-9,3000,0 to 1,1
12574,1,2014-1,10000,1 to 2,1
12575,3,2014-1,10000,3 to 4,1
12576,2,2013-7,15000,2 to 3,1
12577,3,2013-10,10000,3 to 4,1
12578,0,2012-6,4000,0 to 1,1
12579,1,2011-11,25000,1 to 2,1
12580,0,2012-2,2500,0 to 1,1
12581,4,2013-1,15000,4+,1
12582,2,2012-8,8000,2 to 3,1
12583,0,2012-2,4000,0 to 1,1
12584,1,2012-6,4000,1 to 2,1
12585,3,2014-1,10000,3 to 4,1
12586,1,2013-6,4000,1 to 2,1
12587,0,2013-4,4000,0 to 1,1
12588,0,2012-7,4000,0 to 1,1
12589,1,2013-11,13000,1 to 2,1
12590,2,2013-10,10000,2 to 3,1
12591,1,2013-7,4000,1 to 2,1
12592,0,2012-10,4000,0 to 1,1
12593,0,2011-9,2000,0 to 1,1
12594,2,2013-7,15000,2 to 3,1
12595,0,2013-3,10000,0 to 1,1
12596,0,2012-9,2000,0 to 1,1
12597,1,2013-10,12000,1 to 2,1
12598,1,2013-10,12000,1 to 2,1
12599,0,2013-8,3000,0 to 1,1
12600,1,2014-1,5000,1 to 2,1
12601,1,2014-2,7000,1 to 2,1
12602,2,2011-6,15000,2 to 3,1
12603,0,2012-2,2000,0 to 1,1
12604,2,2014-2,10000,2 to 3,1
12605,1,2012-12,20000,1 to 2,1
12606,4,2012-9,14000,4+,1
12607,0,2014-2,8500,0 to 1,1
12608,3,2013-7,10000,3 to 4,1
12609,1,2014-2,3000,1 to 2,1
12610,2,2013-4,15000,2 to 3,1
12611,2,2013-10,8500,2 to 3,1
12612,0,2012-6,2000,0 to 1,1
12613,0,2013-8,4000,0 to 1,1
12614,2,2013-12,20000,2 to 3,1
12615,3,2013-4,15000,3 to 4,1
12616,0,2013-7,3000,0 to 1,1
12617,1,2014-1,16500,1 to 2,1
12618,1,2012-10,4000,1 to 2,1
12619,4,2011-9,15000,4+,1
12620,1,2013-9,6000,1 to 2,1
12621,3,2013-7,15000,3 to 4,1
12622,2,2013-12,10000,2 to 3,1
12623,0,2011-7,2000,0 to 1,1
12624,0,2013-4,4000,0 to 1,1
12625,1,2012-9,25000,1 to 2,1
12626,1,2012-12,5000,1 to 2,1
12627,2,2013-11,13000,2 to 3,1
12628,0,2012-8,4000,0 to 1,1
12629,0,2011-6,3000,0 to 1,1
12630,0,2011-11,4000,0 to 1,1
12631,0,2013-7,5000,0 to 1,1
12632,0,2013-6,5000,0 to 1,1
12633,1,2012-8,4900,1 to 2,1
12634,1,2012-2,4000,1 to 2,1
12635,0,2012-1,4000,0 to 1,1
12636,2,2013-6,15000,2 to 3,1
12637,0,2012-7,3000,0 to 1,1
12638,2,2012-3,15000,2 to 3,1
12639,0,2013-5,4000,0 to 1,1
12640,0,2011-8,7000,0 to 1,1
12641,2,2013-10,15000,2 to 3,1
12642,1,2013-5,4000,1 to 2,1
12643,3,2012-6,20500,3 to 4,1
12644,2,2012-11,13000,2 to 3,1
12645,0,2012-6,5000,0 to 1,1
12646,3,2013-10,15000,3 to 4,1
12647,3,2013-4,20000,3 to 4,1
12648,3,2013-7,10000,3 to 4,1
12649,2,2013-12,19500,2 to 3,1
12650,1,2013-12,15000,1 to 2,1
12651,1,2013-9,15000,1 to 2,1
12652,3,2013-10,15000,3 to 4,1
12653,1,2014-2,4000,1 to 2,1
12654,2,2011-1,10000,2 to 3,1
12655,0,2012-8,2500,0 to 1,1
12656,2,2012-10,10000,2 to 3,1
12657,3,2013-10,15000,3 to 4,1
12658,2,2013-12,10000,2 to 3,1
12659,1,2012-8,5000,1 to 2,1
12660,2,2012-2,13500,2 to 3,1
12661,1,2013-6,5000,1 to 2,1
12662,0,2012-11,2000,0 to 1,1
12663,2,2014-2,10000,2 to 3,1
12664,3,2014-2,25000,3 to 4,1
12665,2,2014-1,8500,2 to 3,1
12666,1,2013-12,18000,1 to 2,1
12667,0,2011-2,5850,0 to 1,1
12668,0,2012-7,2500,0 to 1,1
12669,0,2012-12,4000,0 to 1,1
12670,1,2014-1,3750,1 to 2,1
12671,0,2012-7,4000,0 to 1,1
12672,1,2013-10,15000,1 to 2,1
12673,2,2012-7,13000,2 to 3,1
12674,4,2013-3,15000,4+,1
12675,0,2013-1,4000,0 to 1,1
12676,4,2013-11,35000,4+,1
12677,4,2011-11,4000,4+,1
12678,0,2011-11,10000,0 to 1,1
12679,2,2013-2,13000,2 to 3,1
12680,3,2013-5,15000,3 to 4,1
12681,2,2012-6,15000,2 to 3,1
12682,2,2013-3,15000,2 to 3,1
12683,3,2013-9,20000,3 to 4,1
12684,2,2011-2,8250,2 to 3,1
12685,2,2011-8,12000,2 to 3,1
12686,2,2013-1,14000,2 to 3,1
12687,2,2012-3,17000,2 to 3,1
12688,1,2011-10,4000,1 to 2,1
12689,1,2014-1,6000,1 to 2,1
12690,2,2013-11,25000,2 to 3,1
12691,1,2014-1,5000,1 to 2,1
12692,1,2014-2,20000,1 to 2,1
12693,2,2013-3,7500,2 to 3,1
12694,1,2013-8,5000,1 to 2,1
12695,1,2013-8,4000,1 to 2,1
12696,1,2012-8,4000,1 to 2,1
12697,1,2013-2,13000,1 to 2,1
12698,0,2012-2,3000,0 to 1,1
12699,3,2012-8,13000,3 to 4,1
12700,0,2012-10,3000,0 to 1,1
12701,2,2013-3,8500,2 to 3,1
12702,3,2014-1,25000,3 to 4,1
12703,1,2013-5,15000,1 to 2,1
12704,1,2013-7,4000,1 to 2,1
12705,0,2013-5,4000,0 to 1,1
12706,1,2012-5,4000,1 to 2,1
12707,3,2013-10,15000,3 to 4,1
12708,1,2012-4,3500,1 to 2,1
12709,2,2014-2,15000,2 to 3,1
12710,2,2012-2,4000,2 to 3,1
12711,2,2013-9,10000,2 to 3,1
12712,0,2011-8,4000,0 to 1,1
12713,1,2011-11,5000,1 to 2,1
12714,1,2014-2,15000,1 to 2,1
12715,2,2012-9,5250,2 to 3,1
12716,1,2013-11,5000,1 to 2,1
12717,2,2012-6,10000,2 to 3,1
12718,0,2011-6,4000,0 to 1,1
12719,0,2012-7,3000,0 to 1,1
12720,1,2013-10,4000,1 to 2,1
12721,1,2013-10,10000,1 to 2,1
12722,1,2013-6,4000,1 to 2,1
12723,0,2013-2,10000,0 to 1,1
12724,1,2012-3,8000,1 to 2,1
12725,0,2013-6,3000,0 to 1,1
12726,2,2013-12,8500,2 to 3,1
12727,0,2012-9,4000,0 to 1,1
12728,2,2013-10,10000,2 to 3,1
12729,0,2013-3,4000,0 to 1,1
12730,3,2012-10,22376,3 to 4,1
12731,1,2014-2,8313,1 to 2,1
12732,0,2010-11,5000,0 to 1,1
12733,2,2013-5,8500,2 to 3,1
12734,3,2013-11,25000,3 to 4,1
12735,1,2013-3,7000,1 to 2,1
12736,3,2013-9,20000,3 to 4,1
12737,3,2013-7,25000,3 to 4,1
12738,0,2011-3,2200,0 to 1,1
12739,1,2012-4,3000,1 to 2,1
12740,0,2011-5,4000,0 to 1,1
12741,1,2014-1,10000,1 to 2,1
12742,0,2012-3,4000,0 to 1,1
12743,1,2013-11,7000,1 to 2,1
12744,0,2013-6,4000,0 to 1,1
12745,2,2013-6,15000,2 to 3,1
12746,4,2012-10,25000,4+,1
12747,2,2013-5,12000,2 to 3,1
12748,2,2013-11,10000,2 to 3,1
12749,1,2013-9,7000,1 to 2,1
12750,3,2014-2,15000,3 to 4,1
12751,2,2014-2,20000,2 to 3,1
12752,2,2014-2,7500,2 to 3,1
12753,1,2013-4,6000,1 to 2,1
12754,0,2012-1,2000,0 to 1,1
12755,1,2013-11,13000,1 to 2,1
12756,1,2012-9,7000,1 to 2,1
12757,0,2011-12,2000,0 to 1,1
12758,1,2013-5,10000,1 to 2,1
12759,1,2014-2,15000,1 to 2,1
12760,2,2013-9,10000,2 to 3,1
12761,3,2013-5,10000,3 to 4,1
12762,4,2012-7,4000,4+,1
12763,1,2012-7,4000,1 to 2,1
12764,3,2011-4,5500,3 to 4,1
12765,1,2014-1,15000,1 to 2,1
12766,2,2013-6,10000,2 to 3,1
12767,1,2013-10,4000,1 to 2,1
12768,0,2013-5,2000,0 to 1,1
12769,1,2013-8,5500,1 to 2,1
12770,1,2012-2,4000,1 to 2,1
12771,1,2014-1,4000,1 to 2,1
12772,1,2013-4,4000,1 to 2,1
12773,2,2013-10,10000,2 to 3,1
12774,1,2012-12,5000,1 to 2,1
12775,1,2012-3,4000,1 to 2,1
12776,3,2013-7,10000,3 to 4,1
12777,1,2012-10,18200,1 to 2,1
12778,3,2013-2,15000,3 to 4,1
12779,2,2013-10,14000,2 to 3,1
12780,3,2013-8,15000,3 to 4,1
12781,0,2011-3,7000,0 to 1,1
12782,1,2012-9,4000,1 to 2,1
12783,2,2012-12,15000,2 to 3,1
12784,0,2013-1,2100,0 to 1,1
12785,1,2012-2,11000,1 to 2,1
12786,0,2012-8,3800,0 to 1,1
12787,3,2012-9,17500,3 to 4,1
12788,3,2013-10,15000,3 to 4,1
12789,1,2013-3,10000,1 to 2,1
12790,1,2013-11,10000,1 to 2,1
12791,3,2012-8,11000,3 to 4,1
12792,2,2013-8,13000,2 to 3,1
12793,2,2013-10,15000,2 to 3,1
12794,2,2013-11,8000,2 to 3,1
12795,0,2013-9,8750,0 to 1,1
12796,1,2010-9,4500,1 to 2,1
12797,0,2012-7,4000,0 to 1,1
12798,2,2013-12,15000,2 to 3,1
